rainfall_mm,flood_proximity_km,water_ph,turbidity_ntu,temperature_c,humidity_pct,historical_cases,ors_sales_spike,antibiotic_sales_spike,fever_med_sales_spike,population_density,sanitation_score,risk_level,disease_type,days_to_peak
115.9,23.0,6.391353623832183,58.85623753944765,30.2,60.9,229,4.9,4.0,1.8,3352.0,39.9,1,1,6
134.8,23.5,8.692092012708041,67.16940372350896,36.2,90.8,182,4.4,6.1,4.2,3854.0,46.4,2,1,2
175.8,23.5,8.085759800882219,61.03033364222499,33.4,68.7,212,3.9,4.8,6.5,4164.0,70.9,1,2,6
120.2,23.5,6.203977702278348,78.23533809178552,24.9,69.1,381,5.4,5.8,5.4,3227.0,40.2,2,1,4
187.2,28.2,5.5,76.59983661630125,33.3,68.4,266,4.8,6.7,6.3,8552.0,30.7,2,1,4
136.4,25.4,7.261550522070718,54.545462740207455,30.5,94.8,237,6.3,4.3,4.4,5635.0,52.0,1,2,8
42.9,17.5,7.16046723080874,58.27336566220919,29.3,91.5,189,3.4,2.8,7.4,4368.0,50.8,0,0,17
178.7,19.6,5.704764776213017,62.36300111234607,34.4,98.6,295,3.1,5.2,4.2,5690.0,75.0,1,1,7
108.2,20.0,6.21727313516034,79.88750168543704,36.1,70.1,352,5.1,5.2,4.9,6595.0,69.7,2,1,3
126.2,23.5,8.679934969964185,58.102054476724526,35.7,75.5,277,6.8,5.6,5.8,3068.0,29.3,2,2,2
139.9,23.5,6.897322141100197,75.34175445006862,28.6,53.8,163,5.0,5.0,7.4,3589.0,40.5,1,1,8
126.5,18.5,5.5,56.4392299664905,30.8,89.7,293,3.4,5.0,6.6,2279.0,59.6,1,1,6
203.0,22.9,5.5,54.94256597987039,33.3,58.0,353,5.2,4.9,4.3,5053.0,57.8,2,1,3
133.8,21.6,6.455004797496717,34.401471096192935,35.9,74.6,199,5.9,4.2,4.9,5226.0,53.1,2,3,3
172.0,28.5,7.316804753880919,52.62558974675394,30.1,58.8,198,3.1,7.3,5.8,4332.0,38.3,1,1,6
155.5,23.5,5.5,75.201950266556,31.3,64.9,330,5.6,5.7,4.6,4063.0,32.4,2,1,3
72.6,23.5,5.519125656437607,56.384937904858745,27.6,62.0,306,6.6,5.7,5.6,4637.0,56.0,2,1,2
57.4,21.2,7.408985466924612,56.58631391984271,27.2,64.7,177,4.1,4.8,6.7,5686.0,42.9,1,1,6
148.2,29.2,5.976769618087598,44.920066432623265,35.3,65.5,109,4.4,5.7,6.8,5859.0,23.3,1,1,6
130.6,16.3,6.395359131671062,62.86826272067557,37.4,65.4,229,3.4,3.8,7.8,6885.0,68.7,1,1,8
75.6,23.5,6.209642259708484,54.187794224200715,31.7,82.0,258,2.5,5.8,5.9,4181.0,46.3,1,1,6
147.6,25.5,6.762832521891738,73.74868741126924,36.0,58.7,147,5.0,5.8,5.4,5015.0,33.0,1,3,6
118.5,23.2,9.0,50.782626657850784,33.4,74.6,229,5.8,5.0,5.0,4411.0,45.0,1,2,8
73.2,30.9,9.0,75.03700889883122,29.4,86.6,156,3.2,4.9,5.7,5397.0,8.3,1,1,8
155.1,28.5,8.721726710620581,38.3254035599531,33.4,65.8,66,4.8,4.7,3.7,5734.0,42.3,1,1,5
113.1,23.5,6.099646705468387,47.59184653729315,38.2,63.4,222,7.0,6.3,7.6,1998.0,30.9,2,1,3
151.8,28.1,9.0,30.285630273017485,31.9,69.2,158,5.8,4.9,5.0,7143.0,25.4,2,1,2
67.9,20.4,6.953371603389549,54.77798712634347,38.3,86.2,204,3.3,4.0,4.8,6500.0,43.5,1,2,9
145.2,23.2,6.140877556947864,80.39190442519445,21.5,74.3,351,5.7,5.6,3.6,6446.0,45.4,2,1,3
130.8,24.6,7.077874006530455,71.46762397382172,35.3,65.6,175,3.7,4.6,7.4,2724.0,37.2,1,1,9
118.5,17.8,5.5,76.00179407676814,32.3,77.8,375,5.3,6.1,7.2,4598.0,67.9,2,1,3
134.7,18.8,7.205559174588729,55.650796885198105,30.8,58.8,187,4.9,4.6,5.4,4202.0,73.6,1,1,5
115.4,22.2,9.0,46.63154981870182,32.4,80.2,8,3.6,5.7,5.3,4350.0,58.0,1,1,8
133.5,19.6,5.5,56.45858854428488,24.0,76.9,311,4.8,5.5,4.6,3009.0,56.7,1,1,8
67.4,23.5,7.348844511550613,73.21312734271277,31.1,68.3,222,6.6,6.6,6.1,5513.0,36.2,1,2,8
69.1,20.9,8.526169869777789,76.24521212275384,33.4,61.9,262,8.0,5.5,4.5,5168.0,53.5,1,2,9
186.8,23.5,5.5,71.47808055238511,37.9,61.4,280,4.7,5.0,4.3,5062.0,48.7,1,1,5
126.3,26.5,8.490571562027739,58.133352077051626,29.9,78.4,239,6.2,6.1,5.3,4489.0,43.2,1,1,9
57.7,25.3,8.858401531200467,82.88589507182574,28.8,86.7,163,2.7,5.9,6.5,2919.0,24.8,1,1,9
150.8,25.3,6.09815652147278,59.66043546494959,30.0,64.4,385,5.3,4.8,6.1,1214.0,48.3,2,1,2
76.2,20.8,8.41997068212899,59.43717471424162,35.7,77.5,223,6.2,2.9,4.2,4985.0,49.8,1,2,5
71.5,23.5,9.0,78.59972805122523,33.3,47.0,250,5.1,5.4,5.6,3082.0,36.4,2,2,4
73.5,25.1,7.875895135481787,63.57883805222281,29.9,65.0,177,2.0,5.4,5.3,4668.0,35.1,1,1,5
195.4,34.0,7.725332908074757,55.872550554670504,34.1,71.6,289,6.4,6.2,5.1,2834.0,25.7,2,2,2
112.1,25.4,5.5,41.97901422400573,32.4,61.1,273,6.6,6.4,6.8,3085.0,40.3,2,1,4
120.5,23.5,6.745306715080959,58.53528884814752,35.9,60.8,232,6.1,5.3,6.2,3416.0,38.0,1,2,7
80.7,26.5,7.183825723393187,68.95748267290293,29.2,64.0,215,6.2,6.7,6.8,1986.0,22.2,1,1,7
87.0,26.8,9.0,51.38644863260523,30.7,75.5,221,5.8,4.0,5.2,3936.0,30.0,1,2,5
53.8,13.5,7.397413298543417,47.23736265649009,30.4,69.8,56,4.8,5.1,5.6,5438.0,72.8,1,1,7
226.6,23.5,7.812804388310308,93.07269538243357,26.1,45.1,261,5.3,5.4,5.6,4619.0,45.9,2,1,4
149.0,20.8,6.877456932576713,57.41475107603167,33.2,46.6,281,6.7,5.2,6.7,2882.0,67.6,1,2,5
146.1,23.5,7.521051678672175,43.21178020940755,33.0,64.7,150,5.9,7.8,4.8,5713.0,20.3,1,1,7
156.7,27.6,8.550875469289338,56.59329911188152,32.0,77.5,289,5.9,5.8,6.1,4442.0,33.3,2,2,2
150.2,27.6,9.0,49.27615578704763,31.1,39.0,71,2.2,6.6,5.0,3588.0,38.4,1,1,6
136.1,26.8,7.371085073209565,66.18884305054219,26.3,66.0,189,4.1,7.2,5.7,3245.0,41.9,1,1,6
93.5,23.5,9.0,57.147624811487134,30.3,65.7,229,5.4,4.5,9.0,5684.0,34.4,2,2,2
96.0,22.9,6.506487766502467,53.231633831216044,30.6,88.7,222,6.0,4.6,4.0,5299.0,43.8,1,2,8
64.3,13.4,6.643935774662305,57.194293889876846,28.8,67.4,231,5.5,2.7,5.4,4539.0,62.1,1,3,5
187.7,22.2,5.5,48.67422715978596,31.4,76.6,265,6.7,5.3,5.3,5625.0,60.9,2,1,3
100.5,17.3,6.91260756198984,39.183734297882545,33.6,73.7,136,6.7,3.6,4.7,4569.0,60.7,0,0,10
173.3,31.0,7.977635990880497,53.281942495524795,39.5,46.4,128,4.1,7.2,2.3,5158.0,28.0,1,1,9
192.8,28.8,6.078335836509272,63.023713582628396,32.7,81.2,330,7.4,6.0,3.7,3192.0,45.6,2,1,4
152.7,22.1,6.242414484103846,67.63057646841727,33.0,74.6,370,7.1,5.3,5.1,4718.0,47.6,2,1,3
84.1,20.6,6.063354789891076,52.01005372225286,31.7,78.1,228,4.4,5.5,5.8,2624.0,58.9,1,1,7
151.1,23.8,8.129585513966727,50.43805702798187,24.3,100.0,212,5.8,6.7,6.7,3831.0,52.7,1,1,7
75.2,22.9,9.0,56.4407975554505,31.9,47.0,257,5.1,4.3,5.3,4461.0,43.9,1,2,5
147.5,24.8,8.167792632308252,64.3409322614737,32.2,92.7,202,5.8,5.4,5.5,6057.0,44.3,2,2,4
89.3,23.5,8.594416135206476,53.53487561964609,41.9,68.6,234,7.4,4.4,4.7,8601.0,19.3,2,2,2
245.0,25.8,6.825467900630395,45.411743670677446,31.2,75.4,96,4.5,4.5,5.0,3423.0,49.4,0,0,12
137.3,24.2,7.861177700998561,62.3648494256261,33.2,71.5,220,5.8,5.9,7.1,5086.0,43.1,2,2,2
120.2,21.2,5.5,51.326502741018864,31.9,66.9,363,6.6,4.6,4.6,3648.0,37.1,2,1,2
77.3,22.8,6.207432967614718,53.23948261939718,27.3,65.2,394,5.3,4.3,5.1,6199.0,47.2,2,1,3
51.8,26.5,9.0,69.54834292885289,36.6,76.0,251,5.4,6.2,4.5,3073.0,21.3,2,2,4
129.6,23.6,9.0,73.80136736938745,35.0,53.8,233,6.0,5.1,7.4,4180.0,61.8,2,2,4
111.2,23.5,5.5,48.0488684439299,35.2,81.0,275,5.5,5.1,8.0,3343.0,79.2,2,1,3
92.0,26.4,7.633570087677555,43.90600150329564,28.4,67.0,34,3.7,7.4,8.2,4238.0,44.8,0,0,16
136.1,19.6,5.771199049813688,70.33438598242671,37.6,58.4,234,4.1,4.8,7.0,2389.0,61.0,1,1,7
98.9,18.9,6.579969329401555,68.63897807386299,26.4,66.6,215,3.4,3.3,6.1,1362.0,45.7,1,1,5
77.9,22.4,5.5,66.27957197501628,34.3,87.1,225,4.4,6.7,5.2,7127.0,51.6,1,1,6
106.5,23.5,7.948815718151566,55.38376291904724,40.8,65.6,204,3.0,4.3,5.6,4483.0,30.8,1,2,6
110.9,24.4,6.906992171811655,31.871390283244516,28.0,76.3,96,3.3,5.4,5.2,3129.0,38.6,1,1,8
184.8,29.3,8.46133087400179,56.579162196142185,29.7,63.2,151,4.9,6.4,5.6,5222.0,40.1,1,1,9
119.5,24.4,7.726134807902507,55.8095535667863,32.4,81.1,251,5.2,4.7,3.3,5134.0,32.3,1,2,7
125.4,27.5,8.927078148301744,69.0279143872191,30.0,80.2,202,3.8,6.3,6.3,3540.0,29.5,2,1,4
97.4,23.1,6.208015539719022,65.01923598480676,25.8,94.2,396,5.1,6.1,5.3,5289.0,61.6,2,1,4
57.7,17.5,6.128425635295917,69.50735792881197,32.3,69.9,327,6.0,5.7,4.4,4143.0,65.9,1,1,5
83.2,29.3,7.308048848275572,55.44179567252125,27.8,80.0,294,6.1,6.0,5.8,4153.0,17.6,1,1,8
144.1,25.7,8.640886408909486,78.94652358062068,33.9,73.2,284,6.4,5.2,5.7,2325.0,44.1,2,2,2
61.1,16.4,8.153210075272153,43.58682201084785,28.3,87.6,97,4.2,4.3,7.4,5405.0,71.1,0,0,13
189.0,25.2,8.293720110388866,59.32072924006152,38.2,63.4,263,5.8,4.8,6.6,3874.0,42.4,1,2,9
87.9,23.5,9.0,63.299512835335015,28.9,80.9,278,6.1,3.5,6.7,1770.0,32.3,1,1,9
47.8,19.1,7.83097634338162,68.83176985423282,30.7,69.7,277,5.6,3.6,7.0,5743.0,48.0,1,2,7
156.4,19.8,5.5,65.76847733456633,35.3,71.2,318,6.3,6.7,5.3,4485.0,66.5,2,1,2
130.3,24.5,7.240739638887768,53.34446200731759,27.1,73.1,134,4.8,5.7,5.3,6986.0,44.2,1,1,8
132.0,19.7,6.867301321799131,57.353925598033236,32.9,75.0,125,4.1,4.1,5.5,5339.0,54.0,1,1,9
167.3,25.4,6.129637014813746,69.23829271913861,37.2,70.6,292,3.2,6.6,6.6,2868.0,44.6,2,1,4
147.8,33.8,7.917049443177883,54.89226937332888,25.6,74.6,283,5.4,6.9,4.8,3169.0,16.3,1,1,7
157.8,25.0,6.511618075241813,72.75650561631252,32.7,90.9,217,4.4,5.7,4.5,5187.0,51.2,1,2,7
201.3,28.9,5.5,43.210827688094014,33.0,83.8,137,4.4,6.6,4.7,7015.0,32.9,1,1,8
65.1,20.6,6.769572868656792,78.30810404415378,35.1,82.4,225,6.8,5.3,5.2,1971.0,55.9,1,2,6
78.4,17.7,5.877974040440475,60.4838925573658,27.1,66.5,301,4.3,4.2,5.7,6281.0,65.8,1,1,6
56.9,22.1,9.0,41.523583927274544,26.7,61.3,171,5.6,4.5,5.6,1453.0,44.0,1,1,9
240.3,26.9,6.340027628047595,55.290019863709226,34.1,83.5,270,4.0,4.3,6.7,4498.0,35.6,1,1,5
147.3,23.5,8.661592429959121,55.05646515094783,33.2,82.5,272,6.1,5.9,6.0,5827.0,14.2,2,2,2
92.8,19.9,5.653506134793232,77.98478255419826,33.0,89.7,315,4.9,4.8,7.2,1675.0,64.0,1,1,8
140.9,21.3,6.6260121840753055,62.914696939580935,33.4,64.8,252,7.1,5.7,7.1,2623.0,76.5,1,2,8
102.4,24.2,7.793833572993554,62.59403002896494,29.3,69.2,175,3.1,5.6,6.3,3385.0,53.1,1,1,8
102.6,23.5,7.593127650277594,50.66006457180212,32.9,52.3,258,6.0,4.6,4.4,3669.0,22.3,1,2,8
91.8,21.8,7.362736501949787,66.12769773596247,33.2,67.3,269,5.8,3.9,5.4,4216.0,49.8,1,2,8
90.4,16.8,9.0,63.087145985318394,29.1,84.0,197,4.7,3.2,6.8,5611.0,70.1,1,1,7
129.3,25.7,5.5,40.77596600820433,39.5,66.4,271,7.5,5.7,3.4,4359.0,26.9,2,1,3
113.9,23.5,6.655605025818962,44.274670729330055,33.9,79.7,137,6.5,6.7,6.0,2789.0,38.7,1,3,8
87.0,19.6,9.0,50.33234686368872,27.2,69.7,287,7.0,2.4,5.8,4304.0,39.5,1,1,5
189.8,23.5,5.590614435866259,70.90267525304301,34.6,75.9,232,4.7,5.9,6.4,5085.0,34.1,2,1,4
169.1,23.5,5.554436511156818,31.438711302044187,28.1,58.2,142,5.0,5.8,7.2,2271.0,34.1,1,3,5
65.9,15.7,5.5,66.90301475632931,35.1,73.0,375,6.8,3.9,7.1,4666.0,71.7,2,1,2
92.1,21.6,5.970035656942926,81.43011107435592,36.6,36.1,270,4.8,3.9,3.5,2633.0,33.6,1,1,5
74.9,21.7,8.369154353699956,54.44623995823372,28.7,69.8,138,4.6,4.9,7.2,5501.0,50.6,0,0,18
71.0,23.5,6.284248242254425,50.65698433158987,35.9,52.4,240,4.7,5.9,5.0,3801.0,48.3,1,1,8
39.3,23.5,9.0,62.300205018628304,33.7,86.5,210,4.2,5.3,2.4,2438.0,58.5,1,2,9
80.1,23.5,9.0,55.21986365976603,35.3,81.3,282,5.5,3.1,6.9,3874.0,58.1,2,2,2
48.2,15.3,7.895469245942458,63.55420949273446,39.6,77.6,223,5.9,5.3,5.3,4017.0,61.2,1,2,7
185.0,29.9,7.947485785725746,55.51280759557583,31.0,90.3,145,4.9,5.1,4.8,4327.0,19.3,1,1,7
85.1,24.0,9.0,62.734163725699894,29.0,60.6,244,6.9,5.5,5.5,5917.0,35.9,2,1,2
187.2,29.4,6.48819323961521,68.88110356231495,28.4,93.0,247,4.5,6.7,7.9,2576.0,35.4,1,1,9
122.4,25.8,5.869736755337525,70.33972571685916,28.7,83.2,381,5.3,4.9,6.4,5019.0,41.9,2,1,2
138.1,20.0,5.5,62.48585495998037,31.7,69.2,399,5.4,4.6,5.2,5576.0,58.8,2,1,4
68.1,23.5,7.533614822992929,51.941459811351784,33.4,85.6,148,3.8,4.3,4.3,3251.0,49.4,0,0,19
101.7,23.5,5.5,41.37987796783914,33.1,58.7,116,4.8,5.9,3.2,1950.0,41.8,1,1,8
30.4,15.4,7.0861684008433095,51.248096300118,35.3,62.1,187,4.6,2.6,5.4,3899.0,48.6,1,1,7
135.8,23.5,6.271012171064563,79.55372040863801,32.1,64.7,343,6.5,6.2,7.0,6365.0,39.8,2,1,3
96.4,30.7,7.95776834399615,51.761188386669026,37.8,65.7,260,5.2,5.8,5.1,5864.0,16.8,2,2,2
154.5,25.7,8.875642278454443,60.104873378449575,30.9,59.3,292,5.3,3.9,4.5,5177.0,34.2,2,2,2
139.9,19.4,6.613709117641848,53.096566670609874,42.9,86.7,187,5.0,5.3,6.2,3446.0,66.0,1,3,5
94.1,18.0,7.735705021751655,32.22917304217912,34.5,68.9,153,6.8,5.7,5.3,7264.0,67.4,1,1,6
63.3,25.7,9.0,70.55705232865417,28.6,76.2,144,4.8,4.5,5.0,3985.0,30.6,1,1,8
108.5,23.3,9.0,73.57256122099948,27.7,65.2,294,5.7,5.4,4.7,3303.0,43.6,2,1,3
143.3,28.8,5.5,65.28290204272301,33.9,50.2,366,6.7,7.6,5.2,5854.0,18.0,2,1,4
127.4,29.2,8.594677108362674,71.31108748976511,31.1,75.2,121,4.9,4.7,7.1,7152.0,21.5,1,1,6
52.4,12.7,7.083779060507377,58.31521026796187,34.9,49.1,288,8.6,3.1,7.7,4484.0,76.3,1,2,7
70.4,19.5,7.682872498072526,56.67910181443383,33.9,71.2,248,5.7,4.0,5.2,5092.0,51.7,1,2,5
166.1,23.5,6.419772473512519,46.42849735224115,31.7,55.6,249,7.4,5.8,5.6,6023.0,41.5,2,1,2
136.6,19.8,5.5,49.02487253753394,28.6,95.8,205,6.4,3.6,4.8,4394.0,52.3,1,1,5
126.9,22.5,6.978664262373817,71.50414854108868,25.9,82.9,271,5.8,4.8,5.5,5096.0,50.7,1,1,5
96.4,21.2,6.623613565745125,43.72748926116592,30.2,73.3,178,5.8,4.5,5.5,4060.0,43.6,1,3,7
152.5,23.3,5.5,49.742364852632434,35.4,87.2,206,6.3,4.2,6.2,1999.0,44.3,2,1,2
98.9,25.5,5.5,77.86277706918193,32.9,61.8,308,3.9,6.0,4.1,4126.0,42.8,1,1,6
132.3,23.5,5.779673705175217,69.84565849436216,27.0,78.5,317,5.8,7.0,5.4,4377.0,44.8,2,1,3
73.1,23.5,6.93781878337901,55.86134346519745,32.7,74.4,173,3.2,5.5,6.9,4569.0,52.8,1,1,8
154.7,24.3,7.436782609345538,55.91495578811207,33.5,75.2,200,6.2,4.8,5.5,6009.0,41.7,1,1,9
125.5,28.6,5.5,58.763800426562625,28.5,87.3,360,6.0,4.4,5.6,4078.0,25.7,2,1,2
86.1,23.6,9.0,60.51523570737421,32.6,80.8,122,4.0,3.1,8.1,5669.0,21.1,1,1,5
113.1,22.7,7.810144933196836,60.506605640147086,32.2,75.5,267,6.1,5.3,5.7,3038.0,49.3,1,2,7
114.6,23.5,9.0,66.16676159662444,27.4,52.1,240,5.1,5.7,5.5,5091.0,65.0,2,1,3
151.7,26.1,9.0,46.459169362157475,33.4,60.5,116,5.9,4.5,2.9,2982.0,38.6,1,1,6
52.1,18.4,6.32125931522299,67.52185805720978,34.2,70.5,270,3.7,4.4,6.2,5472.0,42.0,1,1,9
108.6,23.5,5.5,51.561752010257806,36.3,73.1,234,3.2,5.0,7.7,3367.0,79.8,1,1,8
53.8,23.5,8.896418988301798,55.514185990721174,36.2,58.4,127,3.8,4.4,5.6,4320.0,36.6,1,1,6
199.0,32.8,6.581878201548969,63.02494296698753,26.5,100.0,237,5.5,6.0,6.6,3043.0,18.2,2,1,3
103.4,24.7,6.755145901551625,77.44094624096228,28.2,90.2,202,5.0,6.5,6.6,3625.0,33.3,1,3,8
75.9,21.1,9.0,58.12747869924819,34.1,79.2,175,3.0,7.0,6.4,7218.0,64.3,1,1,7
110.2,20.0,9.0,59.77875758615364,34.1,72.9,246,5.3,5.9,6.1,4768.0,70.7,2,2,4
209.1,7.4,6.800119090315878,57.824098495816095,34.1,69.5,209,4.0,7.1,6.1,3475.0,29.4,2,2,2
113.0,18.5,7.174135162807995,59.098434848980254,45.0,60.6,209,5.2,5.7,6.2,2421.0,43.4,1,2,9
81.4,28.1,7.657991236998258,36.55944431339369,34.3,72.9,77,3.7,4.6,7.1,4171.0,31.3,0,0,13
152.2,19.7,8.322986672402298,60.78203591328991,36.5,75.1,248,6.8,6.6,5.1,3168.0,42.0,2,2,3
127.6,23.5,5.934279093094346,78.26842535480027,35.8,57.1,260,4.0,3.4,5.6,1760.0,36.0,1,1,7
148.7,22.5,9.0,41.46950822140893,34.6,76.0,162,5.1,6.9,5.0,5829.0,81.4,1,1,5
90.3,20.9,6.101955230748901,53.03394494314535,30.7,70.1,249,4.7,6.6,5.3,4192.0,39.1,1,1,5
146.0,28.2,5.5,51.069493590297746,35.0,49.1,304,5.6,4.5,5.9,2110.0,15.6,2,1,4
92.4,17.6,5.5,65.62835716907729,28.9,61.7,394,5.6,5.5,6.4,5294.0,38.2,2,1,3
139.2,27.4,6.548020558130832,54.17790557499157,31.1,67.0,270,6.0,5.0,6.6,5568.0,16.2,2,2,2
107.0,28.3,9.0,61.60386735057991,30.1,94.7,202,4.3,6.6,5.6,5618.0,100.0,1,2,7
108.9,34.6,6.618010905584669,66.56543623710063,32.3,78.7,150,4.2,3.4,6.1,3912.0,32.5,1,3,8
161.6,26.7,7.788054732605206,50.53135825610975,41.3,56.0,251,5.3,5.2,6.9,3183.0,40.1,1,2,8
84.6,22.5,5.5,57.897014089503365,24.5,77.8,387,6.5,5.4,6.9,3688.0,40.6,2,1,4
82.4,23.5,5.626339528125955,29.1497816495373,34.7,53.4,197,4.0,3.8,3.8,2958.0,33.5,1,3,8
119.8,17.7,6.869638941459091,70.90053680266455,25.5,85.0,142,4.6,6.5,4.8,6297.0,26.1,1,1,7
89.1,24.7,9.0,54.78201705119564,30.1,66.3,247,6.5,5.4,6.9,4980.0,60.9,1,2,6
150.8,14.1,7.29188832527326,79.93069182699561,36.4,70.9,239,6.3,7.3,5.0,4569.0,70.9,2,2,4
124.5,19.2,7.275908773683996,75.93446697719592,32.3,87.9,205,6.3,5.8,4.8,3422.0,53.6,1,2,7
123.6,8.0,6.512737123980129,69.19445444025874,27.7,56.6,157,3.5,9.4,5.6,5259.0,34.0,1,1,8
192.0,22.2,7.207886781343905,56.44111608599199,29.1,55.2,240,5.8,6.0,5.9,5070.0,53.4,1,1,8
189.6,6.7,5.5,66.40706888539448,34.7,65.0,319,3.7,9.7,4.7,3752.0,15.6,2,1,2
